"","Year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","Country"
"3810",2015,0.909468532849814,-0.001,0.8316,0.5083,NA
"3811",2016,0.90691685486297,-7e-04,0.827,0.4989,NA
"3812",2017,0.904404875023545,-3e-04,0.8225,0.4998,NA
"3813",2018,0.902691123238924,-1e-04,0.82,0.4886,NA
"3814",2019,0.899781093211459,5e-04,0.8153,0.4848,NA
"3815",2020,0.897866226382234,8e-04,0.8126,0.4787,NA
"3816",2021,0.896169714227312,0.001,0.8096,0.4787,NA
"3817",2022,0.896882878605425,4e-04,0.8094,0.4764,NA
"3818",1995,0.926009163138701,-0.0027,0.86,0.55,NA
"3819",1996,0.924466915587459,-0.0024,0.8575,0.5457,NA
"3820",1997,0.925432038758231,-0.0021,0.8588,0.56,NA
"3821",1998,0.920100550884058,3e-04,0.8533,0.5604,NA
"3822",1999,0.915163359942369,0.0013,0.8454,0.5457,NA
"3823",2000,0.916889685051956,0.0014,0.8491,0.555,NA
"3824",2001,0.911037044916043,0.0023,0.8385,0.5431,NA
"3825",2002,0.908225893880058,0.0026,0.8338,0.5343,NA
"3826",2003,0.910713588467161,0.0014,0.8366,0.5351,NA
"3827",2004,0.911974711297489,0.0013,0.838,0.5388,NA
"3828",2005,0.910608007240739,0.0014,0.8359,0.5319,NA
"3829",2006,0.913543908726865,0.0017,0.842,0.5485,NA
"3830",2007,0.911523811312236,0.0016,0.8387,0.5338,NA
"3831",2008,0.909693227002492,0.0016,0.8338,0.5268,NA
"3832",2009,0.90511157230992,0.0024,0.8263,0.5164,NA
"3833",2010,0.9031014113217,0.0027,0.8226,0.5117,NA
"3834",2011,0.903864172969975,0.0027,0.8245,0.5144,NA
"3835",2012,0.904406476900988,0.0023,0.825,0.5081,NA
"3836",2013,0.904337068220002,0.0026,0.8265,0.51,NA
"3837",2014,0.899952659504265,0.003,0.8187,0.4947,NA
"3838",2015,0.903991917406131,0.0019,0.8243,0.5024,NA
"3839",2016,0.900265264831944,0.0021,0.8175,0.4899,NA
"3840",2017,0.899016203369456,0.002,0.814,0.4874,NA
"3841",2018,0.898827934686778,0.0018,0.8138,0.4828,NA
"3842",2019,0.897244189465539,0.0017,0.8102,0.4765,NA
"3843",2020,0.893083915690738,0.0022,0.8031,0.4667,NA
"3844",2021,0.889942352869241,0.0024,0.7971,0.4555,NA
"3845",2022,0.890503792860159,0.002,0.7976,0.455,NA
"3846",1995,0.877138637986377,0.0081,0.786,0.4941,NA
"3847",1996,0.874889457225152,0.0087,0.7821,0.4969,NA
"3848",1997,0.871643419118811,0.0093,0.7769,0.4931,NA
"3849",1998,0.862387919619778,0.0115,0.7644,0.4642,NA
"3850",1999,0.856319744538894,0.0134,0.7569,0.4588,NA
"3851",2000,0.852720594111759,0.0138,0.75,0.4501,NA
"3852",2001,0.844909293812123,0.016,0.739,0.4357,NA
"3853",2002,0.838356554907705,0.0182,0.7314,0.4256,NA
"3854",2003,0.836353868108745,0.018,0.7272,0.4183,NA
"3855",2004,0.831532209050067,0.0194,0.7202,0.4109,NA
"3856",2005,0.830321599576223,0.0201,0.7198,0.4085,NA
"3857",2006,0.824499910363329,0.0214,0.7106,0.3988,NA
"3858",2007,0.822760439795161,0.022,0.7089,0.3961,NA
"3859",2008,0.82271054442657,0.0219,0.7085,0.3982,NA
"3860",2009,0.818751729823703,0.0235,0.7042,0.3856,NA
"3861",2010,0.82394400263513,0.0221,0.7113,0.3991,NA
"3862",2011,0.824449822254167,0.0224,0.7132,0.4014,NA
"3863",2012,0.824431092789382,0.022,0.7124,0.4011,NA
"3864",2013,0.820828871076969,0.024,0.709,0.4017,NA
"3865",2014,0.820442960792889,0.0236,0.7079,0.3978,NA
"3866",2015,0.816580512796691,0.0254,0.7038,0.3902,NA
"3867",2016,0.816382031840192,0.0241,0.7001,0.3852,NA
"3868",2017,0.816031682070502,0.0244,0.7,0.3864,NA
"3869",2018,0.814491257239695,0.0248,0.6979,0.3844,NA
"3870",2019,0.812822789704853,0.0252,0.6953,0.3801,NA
"3871",2020,0.812669255369315,0.0249,0.6949,0.3756,NA
"3872",2021,0.815034677447557,0.0248,0.6991,0.3844,NA
"3873",2022,0.811826670156734,0.025,0.6932,0.3744,NA
"3874",1995,0.919796491391537,0.0039,0.8546,0.652,NA
"3875",1996,0.918465246125947,0.0043,0.8528,0.6513,NA
"3876",1997,0.914584451185078,0.0051,0.8468,0.6403,NA
"3877",1998,0.904024464641566,0.0072,0.8312,0.6067,NA
"3878",1999,0.901987029076395,0.0078,0.8285,0.603,NA
"3879",2000,0.897230939041549,0.009,0.8219,0.5913,NA
"3880",2001,0.888394397775471,0.0113,0.809,0.5717,NA
"3881",2002,0.882190694492522,0.0129,0.8002,0.5566,NA
"3882",2003,0.879090443282394,0.0131,0.7952,0.5472,NA
"3883",2004,0.874351449639903,0.0142,0.7879,0.5353,NA
"3884",2005,0.872386653084448,0.0146,0.7845,0.5313,NA
"3885",2006,0.867989950002595,0.0157,0.7784,0.5213,NA
"3886",2007,0.865882541379676,0.0165,0.7755,0.518,NA
"3887",2008,0.86695301205674,0.0159,0.7769,0.5174,NA
"3888",2009,0.861096624882748,0.0179,0.7697,0.5052,NA
"3889",2010,0.867248888398706,0.0162,0.7784,0.5181,NA
"3890",2011,0.867912001413401,0.0165,0.7803,0.5218,NA
"3891",2012,0.867139530250995,0.0165,0.7792,0.5183,NA
"3892",2013,0.86464937756557,0.0183,0.7776,0.5224,NA
"3893",2014,0.863201265741452,0.0181,0.7749,0.5128,NA
"3894",2015,0.857184307265356,0.02,0.7666,0.5007,NA
"3895",2016,0.857272829292981,0.0191,0.7655,0.492,NA
"3896",2017,0.852799275127836,0.0199,0.7585,0.479,NA
"3897",2018,0.849897037901883,0.0204,0.7537,0.4711,NA
"3898",2019,0.848866516413523,0.0205,0.752,0.4677,NA
"3899",2020,0.852414058232796,0.0198,0.7572,0.4758,NA
"3900",2021,0.850785305481111,0.02,0.7547,0.4725,NA
"3901",2022,0.846060500883596,0.0206,0.7473,0.4547,NA
"3902",1995,0.848076780702286,0.0078,0.7312,0.3484,NA
"3903",1996,0.846321758773854,0.0085,0.7283,0.3489,NA
"3904",1997,0.84179465323075,0.0106,0.7225,0.352,NA
"3905",1998,0.838744558331513,0.0118,0.719,0.3509,NA
"3906",1999,0.834053587400433,0.0126,0.711,0.3433,NA
"3907",2000,0.843703437034321,0.0099,0.7246,0.3518,NA
"3908",2001,0.847446196828002,0.0083,0.7282,0.3545,NA
"3909",2002,0.8515933832131,0.0075,0.7364,0.3552,NA
"3910",2003,0.851118182211223,0.0078,0.7365,0.3548,NA
"3911",2004,0.850824204467244,0.0082,0.7372,0.355,NA
"3912",2005,0.850952151735868,0.0081,0.7374,0.3561,NA
"3913",2006,0.851617342949964,0.0083,0.7387,0.3594,NA
"3914",2007,0.849973621674565,0.0093,0.7379,0.3627,NA
"3915",2008,0.852799611227908,0.0087,0.7416,0.3696,NA
"3916",2009,0.856970270624146,0.0082,0.7488,0.3801,NA
"3917",2010,0.853231456941188,0.0086,0.7427,0.3722,NA
"3918",2011,0.84981997297524,0.0093,0.737,0.3667,NA
"3919",2012,0.847315635529412,0.0097,0.7329,0.3598,NA
"3920",2013,0.848775369073195,0.0092,0.7351,0.3602,NA
"3921",2014,0.848544093476903,0.0095,0.7354,0.3602,NA
"3922",2015,0.846330821743607,0.0098,0.7316,0.3517,NA
"3923",2016,0.843596971711776,0.0105,0.7267,0.3511,NA
"3924",2017,0.840981036021418,0.011,0.7228,0.3443,NA
"3925",2018,0.837614129714808,0.0117,0.7178,0.3376,NA
"3926",2019,0.835453409124142,0.0124,0.7147,0.335,NA
"3927",2020,0.834044170311017,0.0126,0.7124,0.3328,NA
"3928",2021,0.830685629461698,0.0137,0.7077,0.3318,NA
"3929",2022,0.829406153417608,0.0138,0.7056,0.3304,NA
"3930",1995,0.870110450331367,0.0056,0.7652,0.4118,NA
"3931",1996,0.869460375360177,0.0061,0.7652,0.4104,NA
"3932",1997,0.864020943342013,0.008,0.7583,0.3999,NA
"3933",1998,0.861814598713806,0.009,0.7568,0.3949,NA
"3934",1999,0.857625725852415,0.0101,0.7505,0.3929,NA
"3935",2000,0.868392167887095,0.0077,0.7672,0.4082,NA
"3936",2001,0.872634107075896,0.0059,0.7717,0.41,NA
"3937",2002,0.875731074007007,0.0046,0.7764,0.4064,NA
"3938",2003,0.87526298836255,0.0051,0.7764,0.4097,NA
"3939",2004,0.875527718398445,0.0054,0.7784,0.4108,NA
"3940",2005,0.875857014665826,0.0053,0.7785,0.4142,NA
"3941",2006,0.873638031611222,0.0066,0.7777,0.4133,NA
"3942",2007,0.875834265364034,0.0061,0.7797,0.4201,NA
"3943",2008,0.876876703743676,0.0068,0.7841,0.4287,NA
"3944",2009,0.880267353976592,0.0062,0.7894,0.4386,NA
"3945",2010,0.878106019697071,0.0062,0.7848,0.4303,NA
"3946",2011,0.877539338384565,0.0066,0.7844,0.4333,NA
"3947",2012,0.876511721968143,0.007,0.7832,0.4323,NA
"3948",2013,0.873394091429361,0.0069,0.7771,0.4146,NA
"3949",2014,0.873223670259392,0.0073,0.7775,0.4179,NA
"3950",2015,0.875076990570847,0.0071,0.7805,0.4258,NA
"3951",2016,0.875673835449561,0.0073,0.7815,0.4335,NA
"3952",2017,0.873294286547605,0.0077,0.7772,0.4287,NA
"3953",2018,0.872366821250296,0.0082,0.7763,0.4309,NA
"3954",2019,0.872193912703153,0.0087,0.7776,0.4306,NA
"3955",2020,0.87159992202902,0.0087,0.7757,0.4302,NA
"3956",2021,0.868774160966382,0.0097,0.7724,0.4279,NA
"3957",2022,0.866204906765802,0.01,0.7674,0.4253,NA
"3958",1995,0.847226793089732,0.0124,0.7297,0.4017,"OMN"
"3959",1996,0.849106115672583,0.0118,0.7319,0.4038,"OMN"
"3960",1997,0.849137983573485,0.0118,0.7319,0.4038,"OMN"
"3961",1998,0.847351096698105,0.0123,0.7299,0.4018,"OMN"
"3962",1999,0.847493984318191,0.0122,0.7299,0.4018,"OMN"
"3963",2000,0.849233848681251,0.0118,0.732,0.4039,"OMN"
"3964",2001,0.847520653729646,0.0122,0.73,0.4019,"OMN"
"3965",2002,0.847762348800103,0.0121,0.7302,0.4021,"OMN"
"3966",2003,0.849277700969282,0.0118,0.7321,0.404,"OMN"
"3967",2004,0.847777521058646,0.0121,0.7303,0.4022,"OMN"
"3968",2005,0.849433214965529,0.0118,0.7325,0.4042,"OMN"
"3969",2006,0.847792561040876,0.0121,0.7303,0.4022,"OMN"
"3970",2007,0.856520970028214,0.0113,0.7456,0.4353,"OMN"
"3971",2008,0.85579390822096,0.0113,0.744,0.4317,"OMN"
"3972",2009,0.848002141576984,0.012,0.7306,0.4025,"OMN"
"3973",2010,0.848002141576984,0.012,0.7306,0.4025,"OMN"
"3974",2011,0.848093191268589,0.012,0.7308,0.4026,"OMN"
"3975",2012,0.848093191268589,0.012,0.7308,0.4026,"OMN"
"3976",2013,0.848108339423021,0.012,0.7308,0.4027,"OMN"
"3977",2014,0.856815801292385,0.0112,0.7458,0.4348,"OMN"
"3978",2015,0.855823025250629,0.0111,0.7436,0.4298,"OMN"
"3979",2016,0.852725904611248,0.0114,0.7383,0.4181,"OMN"
"3980",2017,0.863001327898587,0.0108,0.7569,0.4597,"OMN"
"3981",2018,0.860147976222038,0.011,0.7519,0.4484,"OMN"
"3982",2019,0.859665277826707,0.011,0.7509,0.4463,"OMN"
"3983",2020,0.853270410657785,0.0114,0.7393,0.4203,"OMN"
"3984",2021,0.85324192874134,0.0114,0.7392,0.42,"OMN"
"3985",2022,0.854513675329201,0.0105,0.7399,0.4205,"OMN"
"3986",1995,0.816240524722843,0.0225,0.6926,0.3631,"PAN"
"3987",1996,0.816333646441507,0.0225,0.6927,0.3633,"PAN"
"3988",1997,0.816467455741389,0.0225,0.6929,0.3634,"PAN"
"3989",1998,0.816467455741389,0.0225,0.6929,0.3634,"PAN"
"3990",1999,0.816467455741389,0.0225,0.6929,0.3634,"PAN"
"3991",2000,0.816699482169298,0.0224,0.6931,0.3635,"PAN"
"3992",2001,0.816774820611272,0.0224,0.6933,0.3636,"PAN"
"3993",2002,0.816774820611272,0.0224,0.6933,0.3636,"PAN"
"3994",2003,0.829916895773522,0.0182,0.7092,0.3802,"PAN"
"3995",2004,0.8141557981711,0.023,0.6897,0.3598,"PAN"
"3996",2005,0.807501540989193,0.0252,0.6817,0.3514,"PAN"
"3997",2006,0.828088216198438,0.0188,0.7069,0.3779,"PAN"
"3998",2007,0.835231772890921,0.0163,0.7153,0.3863,"PAN"
"3999",2008,0.82399495185274,0.0199,0.7018,0.3726,"PAN"
"4000",2009,0.803561772919636,0.0266,0.6771,0.3468,"PAN"
"4001",2010,0.793939975180734,0.0296,0.6649,0.3335,"PAN"
"4002",2011,0.800381112795264,0.0277,0.6732,0.3425,"PAN"
"4003",2012,0.775462708179731,0.0348,0.6405,0.3073,"PAN"
"4004",2013,0.787494995207396,0.0315,0.6566,0.3246,"PAN"
"4005",2014,0.78043741242405,0.0336,0.6474,0.3145,"PAN"
"4006",2015,0.777779461884222,0.0342,0.6438,0.3107,"PAN"
"4007",2016,0.77176147814518,0.0363,0.636,0.3023,"PAN"
"4008",2017,0.764422228192899,0.038,0.6258,0.291,"PAN"
"4009",2018,0.758040519504817,0.0398,0.6168,0.2811,"PAN"
"4010",2019,0.757091669737662,0.0398,0.6152,0.2794,"PAN"
"4011",2020,0.75732000959627,0.0397,0.6155,0.2796,"PAN"
"4012",2021,0.75732000959627,0.0397,0.6155,0.2796,"PAN"
"4013",2022,0.757955759415211,0.0393,0.6158,0.2798,"PAN"
"4014",1995,0.88470217313531,-0.0013,0.7714,0.4426,"PER"
"4015",1996,0.885909679782173,-0.0013,0.7737,0.4482,"PER"
"4016",1997,0.885018248518122,-0.0014,0.7718,0.443,"PER"
"4017",1998,0.884828619066724,-0.0013,0.7715,0.4428,"PER"
"4018",1999,0.884891818649493,-0.0014,0.7716,0.4428,"PER"
"4019",2000,0.88495503141155,-0.0014,0.7717,0.4429,"PER"
"4020",2001,0.915224295380767,-0.0125,0.8046,0.4746,"PER"
"4021",2002,0.907205293309829,-0.0095,0.796,0.4664,"PER"
"4022",2003,0.903704123177931,-0.0082,0.7923,0.4628,"PER"
"4023",2004,0.903650040707277,-0.0082,0.7922,0.4628,"PER"
"4024",2005,0.89831595373596,-0.0062,0.7864,0.4572,"PER"
"4025",2006,0.864268432204824,0.0059,0.7484,0.4199,"PER"
"4026",2007,0.892407860098643,-0.0041,0.7799,0.4509,"PER"
"4027",2008,0.858977140098034,0.0078,0.7424,0.4138,"PER"
"4028",2009,0.854200158213928,0.0094,0.7369,0.4083,"PER"
"4029",2010,0.84607942851062,0.0122,0.7274,0.3987,"PER"
"4030",2011,0.859117031337775,0.0077,0.7425,0.414,"PER"
"4031",2012,0.862866384538734,0.0068,0.7478,0.4225,"PER"
"4032",2013,0.858325621531549,0.0113,0.7493,0.4471,"PER"
"4033",2014,0.816337953841753,0.0234,0.695,0.3763,"PER"
"4034",2015,0.859676848817287,0.0084,0.7453,0.4239,"PER"
"4035",2016,0.835602426026895,0.0159,0.7156,0.388,"PER"
"4036",2017,0.85881676531983,0.0086,0.7439,0.4212,"PER"
"4037",2018,0.880117429930408,0.0013,0.7686,0.4474,"PER"
"4038",2019,0.880069484073772,0.0013,0.7684,0.4469,"PER"
"4039",2020,0.878285787370999,0.0013,0.7649,0.4385,"PER"
"4040",2021,0.880114909371116,0.0012,0.7684,0.4467,"PER"
"4041",1995,0.740450685703095,0.0436,0.5898,0.2521,"PNG"
"4042",1996,0.741437061782506,0.0435,0.5915,0.2537,"PNG"
"4043",1997,0.739508454074482,0.0439,0.5885,0.2504,"PNG"
"4044",1998,0.736826595844406,0.0445,0.5842,0.246,"PNG"
"4045",1999,0.734135212939222,0.0452,0.5804,0.2424,"PNG"
"4046",2000,0.73458276002151,0.0451,0.581,0.243,"PNG"
"4047",2001,0.734812032004314,0.0451,0.5814,0.2434,"PNG"
"4048",2002,0.735654226994725,0.045,0.5828,0.2448,"PNG"
"4049",2003,0.738010408663811,0.0442,0.5859,0.2481,"PNG"
"4050",2004,0.739383560757631,0.0439,0.5882,0.2501,"PNG"
"4051",2005,0.740695382225411,0.0436,0.5903,0.2524,"PNG"
"4052",2006,0.741239874787837,0.0435,0.5911,0.2532,"PNG"
"4053",2007,0.741576410483304,0.0434,0.5915,0.2537,"PNG"
"4054",2008,0.740042481058467,0.0438,0.5891,0.2515,"PNG"
"4055",2009,0.739178981585894,0.0439,0.5878,0.2499,"PNG"
"4056",2010,0.737299030760568,0.0445,0.585,0.2473,"PNG"
"4057",2011,0.735135493331555,0.045,0.5818,0.244,"PNG"
"4058",2012,0.734660915361616,0.0451,0.5811,0.2432,"PNG"
"4059",2013,0.733665745850928,0.0453,0.5796,0.2415,"PNG"
"4060",2014,0.732754357611157,0.0454,0.5778,0.2398,"PNG"
"4061",2015,0.732802673364603,0.0454,0.5779,0.2399,"PNG"
"4062",2016,0.732874891070423,0.0454,0.5779,0.2399,"PNG"
"4063",2017,0.732677879704823,0.0454,0.5777,0.2398,"PNG"
"4064",2018,0.732754357611157,0.0454,0.5778,0.2398,"PNG"
"4065",2019,0.732677879704823,0.0454,0.5777,0.2398,"PNG"
"4066",2020,0.732677879704823,0.0454,0.5777,0.2398,"PNG"
"4067",2021,0.73274010006844,0.0454,0.5777,0.2398,"PNG"
"4068",2022,0.733240812949404,0.0451,0.5779,0.2399,"PNG"
"4069",1995,0.84609908261973,0.0208,0.7467,0.4863,"PHL"
"4070",1996,0.867037970629553,0.0138,0.7718,0.5116,"PHL"
"4071",1997,0.882519824537667,0.0086,0.7898,0.5288,"PHL"
"4072",1998,0.868313639740563,0.0128,0.7719,0.5068,"PHL"
"4073",1999,0.852067786682255,0.0166,0.7489,0.4691,"PHL"
"4074",2000,0.831719414374561,0.0228,0.7232,0.4405,"PHL"
"4075",2001,0.805797322897888,0.0284,0.6852,0.3763,"PHL"
"4076",2002,0.798818228933214,0.031,0.6772,0.3721,"PHL"
"4077",2003,0.781356495259558,0.0344,0.6508,0.3314,"PHL"
"4078",2004,0.777854102965591,0.0351,0.6458,0.3231,"PHL"
"4079",2005,0.781001766538395,0.0346,0.6509,0.3344,"PHL"
"4080",2006,0.774869816446937,0.0364,0.6422,0.3213,"PHL"
"4081",2007,0.776265308792972,0.0364,0.6449,0.3299,"PHL"
"4082",2008,0.765261844295139,0.0383,0.6278,0.2993,"PHL"
"4083",2009,0.766922068315637,0.038,0.6302,0.304,"PHL"
"4084",2010,0.770319594688885,0.0373,0.6355,0.3122,"PHL"
"4085",2011,0.775890127998082,0.0365,0.6446,0.3299,"PHL"
"4086",2012,0.781906481306919,0.0353,0.6539,0.347,"PHL"
"4087",2013,0.792180848305748,0.0347,0.6717,0.3867,"PHL"
"4088",2014,0.786609273097383,0.0356,0.663,0.3732,"PHL"
"4089",2015,0.788280499613734,0.0351,0.6651,0.3793,"PHL"
"4090",2016,0.779298819472729,0.0367,0.6511,0.3535,"PHL"
"4091",2017,0.778450299073143,0.0368,0.6498,0.3506,"PHL"
"4092",2018,0.77975170838647,0.0365,0.6516,0.354,"PHL"
"4093",2019,0.772884136028324,0.0377,0.6409,0.3339,"PHL"
"4094",2020,0.766029371246873,0.039,0.6302,0.3143,"PHL"
"4095",2021,0.769878880116835,0.0381,0.6356,0.3238,"PHL"
"4096",2022,0.770099709090459,0.0377,0.6351,0.3226,"PHL"
"4097",1995,0.734917477450765,0.0451,0.5815,0.2437,"PAK"
"4098",1996,0.73474556066563,0.0451,0.5812,0.2433,"PAK"
"4099",1997,0.739714866825778,0.0439,0.5888,0.2508,"PAK"
"4100",1998,0.745685404675839,0.0428,0.5985,0.2613,"PAK"
"4101",1999,0.743002520511055,0.0433,0.5941,0.2564,"PAK"
"4102",2000,0.740517373303433,0.0436,0.5899,0.2522,"PAK"
"4103",2001,0.739239740069095,0.0439,0.588,0.2499,"PAK"
"4104",2002,0.739703839639901,0.0439,0.5888,0.2508,"PAK"
"4105",2003,0.741025957607206,0.0435,0.5907,0.253,"PAK"
"4106",2004,0.741630306632956,0.0435,0.5919,0.2542,"PAK"
"4107",2005,0.747848542804121,0.0422,0.6016,0.2647,"PAK"
"4108",2006,0.742619834954866,0.0433,0.5933,0.2558,"PAK"
"4109",2007,0.739178981585894,0.0439,0.5878,0.2499,"PAK"
"4110",2008,0.737162778444343,0.0445,0.5848,0.2471,"PAK"
"4111",2009,0.735578681183242,0.045,0.5827,0.2446,"PAK"
"4112",2010,0.735234598568283,0.045,0.5821,0.2445,"PAK"
"4113",2011,0.738726714060746,0.0441,0.5872,0.2492,"PAK"
"4114",2012,0.736918517067281,0.0445,0.5845,0.2465,"PAK"
"4115",2013,0.73500683454516,0.0451,0.5817,0.2438,"PAK"
"4116",2014,0.739784708053634,0.0439,0.5888,0.2512,"PAK"
"4117",2015,0.745685404675839,0.0428,0.5985,0.2613,"PAK"
"4118",2016,0.74548277993128,0.0428,0.5982,0.2609,"PAK"
"4119",2017,0.745571656273768,0.0428,0.5983,0.261,"PAK"
"4120",2018,0.745508120046026,0.0428,0.5982,0.261,"PAK"
"4121",2019,0.745571656273768,0.0428,0.5983,0.261,"PAK"
"4122",2020,0.745571656273768,0.0428,0.5983,0.261,"PAK"
"4123",2021,0.745571656273768,0.0428,0.5983,0.261,"PAK"
"4124",2022,0.746134243000711,0.0424,0.5985,0.2611,"PAK"
"4125",1923,0.733108032914004,0.0539,0.6059,0.3822,"POL"
"4126",1995,0.839302922885196,-0.0141,0.5968,0.2351,"POL"
"4127",1996,0.839168091489881,-0.0141,0.5966,0.2349,"POL"
"4128",1997,0.839174818082171,-0.0141,0.5966,0.2349,"POL"
"4129",1998,0.840083124208917,-0.0142,0.5981,0.2364,"POL"
"4130",1999,0.839740888908011,-0.0142,0.5976,0.2358,"POL"
"4131",2000,0.841546804731166,-0.0145,0.6006,0.2387,"POL"
"4132",2001,0.841569640730995,-0.0145,0.6006,0.2388,"POL"
"4133",2002,0.843301713931055,-0.0148,0.6034,0.2416,"POL"
"4134",2003,0.844726866578185,-0.0151,0.6057,0.244,"POL"
"4135",2004,0.847237755555,-0.0156,0.6097,0.248,"POL"
"4136",2005,0.846804043667873,-0.0155,0.609,0.2473,"POL"
"4137",2006,0.848537516088754,-0.0158,0.612,0.2509,"POL"
"4138",2007,0.84999301167997,-0.0157,0.6155,0.2575,"POL"
"4139",2008,0.851188691276462,-0.0159,0.6174,0.2596,"POL"
"4140",2009,0.847257678770319,-0.0156,0.6097,0.248,"POL"
"4141",2010,0.848228350127812,-0.0156,0.6119,0.2518,"POL"
"4142",2011,0.849318141158648,-0.0157,0.6141,0.2552,"POL"
"4143",2012,0.84873068669873,-0.0156,0.6129,0.2532,"POL"
"4144",2013,0.84852941921514,-0.0155,0.6127,0.2535,"POL"
"4145",2014,0.850062467590817,-0.0157,0.6156,0.2574,"POL"
"4146",2015,0.855552239800545,-0.0173,0.621,0.2782,"POL"
"4147",2016,0.847948977218863,-0.0121,0.6161,0.2987,"POL"
"4148",2017,0.847388451607031,-0.012,0.6152,0.2977,"POL"
"4149",2018,0.848467811555935,-0.0121,0.6173,0.3009,"POL"
"4150",2019,0.848597907206994,-0.0122,0.6173,0.3004,"POL"
"4151",2020,0.848415526842899,-0.0122,0.6168,0.2995,"POL"
"4152",2021,0.849060428200772,-0.0121,0.6184,0.3024,"POL"
"4153",2022,0.848792190040513,-0.0121,0.6177,0.3012,"POL"
"4154",1995,0.762782282904539,0.0385,0.6234,0.2886,"PSE"
"4155",1996,0.762826641537544,0.0385,0.6235,0.2886,"PSE"
"4156",1997,0.764455194065164,0.038,0.6259,0.2911,"PSE"
"4157",1998,0.762324881012745,0.0387,0.6229,0.2877,"PSE"
"4158",1999,0.765339002957347,0.0378,0.6269,0.2921,"PSE"
"4159",2000,0.766497315819066,0.0375,0.6285,0.294,"PSE"
"4160",2001,0.768335748481206,0.037,0.6311,0.2969,"PSE"
"4161",2002,0.770643837799184,0.0366,0.6346,0.3008,"PSE"
"4162",2003,0.773969196069999,0.0354,0.639,0.3055,"PSE"
"4163",2004,0.776331430984726,0.0345,0.6419,0.3086,"PSE"
"4164",2005,0.783205190649795,0.0329,0.6511,0.3187,"PSE"
"4165",2006,0.785169204643182,0.0321,0.6534,0.3211,"PSE"
"4166",2007,0.823153733258891,0.0201,0.7007,0.3713,"PSE"
"4167",2008,0.785169204643182,0.0321,0.6534,0.3211,"PSE"
"4168",2009,0.797525310600832,0.0283,0.6694,0.3382,"PSE"
"4169",2010,0.812075558933515,0.0238,0.6872,0.3575,"PSE"
"4170",2011,0.789913995311423,0.0307,0.6597,0.3281,"PSE"
"4171",2012,0.789951958681826,0.0307,0.6598,0.3281,"PSE"
"4172",2013,0.789973922551781,0.0307,0.6599,0.3281,"PSE"
"4173",2014,0.790016112369898,0.0307,0.66,0.3283,"PSE"
"4174",2015,0.790117003714357,0.0307,0.6601,0.3284,"PSE"
"4175",2016,0.790186944725519,0.0307,0.6602,0.3284,"PSE"
"4176",2017,0.790228773664154,0.0307,0.6602,0.3286,"PSE"
"4177",2018,0.790249421653471,0.0307,0.6603,0.3286,"PSE"
"4178",2019,0.790270367393077,0.0307,0.6603,0.3287,"PSE"
"4179",2020,0.790266389181738,0.0307,0.6603,0.3287,"PSE"
"4180",2021,0.790405355739807,0.0307,0.6605,0.3289,"PSE"
"4181",2022,0.791242191895265,0.0301,0.6609,0.3292,"PSE"
"4182",1995,0.740311509177502,0.0419,0.584,0.2354,"PRT"
"4183",1996,0.739428761592706,0.0421,0.5826,0.234,"PRT"
"4184",1997,0.740788013551267,0.0418,0.5848,0.2362,"PRT"
"4185",1998,0.741597506838261,0.0417,0.5861,0.2389,"PRT"
"4186",1999,0.742538888377851,0.0415,0.5875,0.2403,"PRT"
"4187",2000,0.741746170755519,0.0417,0.5863,0.2382,"PRT"
"4188",2001,0.744339633888004,0.0411,0.5903,0.2422,"PRT"
"4189",2002,0.74262179081245,0.0415,0.5876,0.2391,"PRT"
"4190",2003,0.741485407578523,0.0417,0.5859,0.2373,"PRT"
"4191",2004,0.744395654990555,0.0411,0.5904,0.2424,"PRT"
"4192",2005,0.743471648900794,0.0413,0.589,0.2405,"PRT"
"4193",2006,0.744465271581348,0.0411,0.5905,0.2421,"PRT"
"4194",2007,0.744379394646245,0.0411,0.5904,0.2419,"PRT"
"4195",2008,0.744301163638198,0.0412,0.5903,0.2442,"PRT"
"4196",2009,0.741379157569412,0.0417,0.5857,0.2371,"PRT"
"4197",2010,0.742401856882239,0.0415,0.5873,0.239,"PRT"
"4198",2011,0.760321335265004,0.0297,0.5934,0.2506,"PRT"
"4199",2012,0.76742374270674,0.0238,0.5943,0.2534,"PRT"
"4200",2013,0.773909898931052,0.0188,0.5962,0.2573,"PRT"
"4201",2014,0.764677379697929,0.0254,0.5935,0.2531,"PRT"
"4202",2015,0.760311544765813,0.0294,0.594,0.2512,"PRT"
"4203",2016,0.758511234752689,0.0321,0.5965,0.2507,"PRT"
"4204",2017,0.765075419782207,0.0316,0.6085,0.2604,"PRT"
"4205",2018,0.762509084265162,0.0321,0.6044,0.2544,"PRT"
"4206",2019,0.760703672854859,0.0324,0.6015,0.2513,"PRT"
"4207",2020,0.760490307258053,0.0324,0.6011,0.2506,"PRT"
"4208",2021,0.760998923080763,0.0324,0.602,0.2522,"PRT"
"4209",2022,0.760421572153078,0.0324,0.601,0.2503,"PRT"
"4210",1995,0.821419468067091,0.0208,0.6988,0.3694,"PRY"
"4211",1996,0.821419468067091,0.0208,0.6988,0.3694,"PRY"
"4212",1997,0.821454998934087,0.0208,0.6989,0.3695,"PRY"
